State,Region,County,District,District Name,Charter Status,Superintendent,Base Pay,FTE Salary,Enrollment,FTE
TX,18,MARTIN COUNTY,156902,STANTON ISD,TRADITIONAL ISD/CSD,"MCCOWN, JANET S","$179,273.00","$179,273.00",1062,1
TX,6,SAN JACINTO COUNTY,204901,COLDSPRING-OAKHURST CISD,TRADITIONAL ISD/CSD,"TAULTON, BRYAN TODD","$174,240.00","$179,020.00",1585,0.97
TX,14,NOLAN COUNTY,177902,SWEETWATER ISD,TRADITIONAL ISD/CSD,"PARISH, DEIDRE ARTHUR","$178,471.00","$178,471.00",1806,1
TX,6,POLK COUNTY,187901,BIG SANDY ISD,TRADITIONAL ISD/CSD,"CARPENTER, ERIC H","$178,465.00","$178,465.00",506,1
TX,7,CHEROKEE COUNTY,37907,RUSK ISD,TRADITIONAL ISD/CSD,"BURTON, KEVIN GREY","$178,413.00","$178,413.00",2057,1
TX,5,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,"HEID, KRISTI ROCHELLE","$177,731.00","$177,731.00",372,1
TX,17,LAMB COUNTY,140908,SUDAN ISD,TRADITIONAL ISD/CSD,"HARRELL, SCOTT M","$177,472.00","$177,472.00",452,1
TX,7,GREGG COUNTY,92907,SPRING HILL ISD,TRADITIONAL ISD/CSD,"FLEET, PENNY L","$177,160.00","$177,160.00",1901,1
TX,20,ATASCOSA COUNTY,7905,PLEASANTON ISD,TRADITIONAL ISD/CSD,"BARRON, CHERYL DIANE","$176,864.00","$176,864.00",3406,1
TX,10,GRAYSON COUNTY,91913,POTTSBORO ISD,TRADITIONAL ISD/CSD,"MATTHEWS, KEVIN R","$176,284.00","$176,284.00",1453,1
TX,10,GRAYSON COUNTY,91909,WHITESBORO ISD,TRADITIONAL ISD/CSD,"HARPER, RYAN M","$176,200.00","$176,200.00",1802,1
TX,10,ELLIS COUNTY,70915,MAYPEARL ISD,TRADITIONAL ISD/CSD,"BOWLING, RITCHIE D","$176,187.00","$176,187.00",1209,1
TX,11,DENTON COUNTY,61903,PILOT POINT ISD,TRADITIONAL ISD/CSD,"FULLER, SHANNON KATHLEEN","$175,638.00","$175,638.00",1619,1
TX,16,POTTER COUNTY,188903,HIGHLAND PARK ISD,TRADITIONAL ISD/CSD,"HANNON, JIMMY L","$175,564.00","$175,564.00",749,1
TX,13,FAYETTE COUNTY,75902,LA GRANGE ISD,TRADITIONAL ISD/CSD,"MCHAZLETT, MATTHEW A","$175,524.00","$175,524.00",1870,1
TX,7,ANDERSON COUNTY,1908,WESTWOOD ISD,TRADITIONAL ISD/CSD,"STANFORD, JAMES WADE","$175,183.00","$175,183.00",1387,1
TX,16,GRAY COUNTY,90904,PAMPA ISD,TRADITIONAL ISD/CSD,"PIATT, HUGH ALLEN","$175,100.00","$175,100.00",3141,1
TX,15,CROCKETT COUNTY,53001,CROCKETT COUNTY CONSOLIDATED CSD,TRADITIONAL ISD/CSD,"CHAVARRIA, RAUL R","$175,031.00","$175,031.00",621,1
TX,17,YOAKUM COUNTY,251901,DENVER CITY ISD,TRADITIONAL ISD/CSD,"MARTINEZ, RICKY J","$175,000.00","$175,000.00",1474,1
TX,7,ANGELINA COUNTY,3905,DIBOLL ISD,TRADITIONAL ISD/CSD,"BOWMAN, JOHN BRIAN","$175,000.00","$175,000.00",1582,1
TX,20,GUADALUPE COUNTY,94903,NAVARRO ISD,TRADITIONAL ISD/CSD,"EPLEY, MANDY DENISE","$175,000.00","$175,000.00",2702,1
TX,1,CAMERON COUNTY,31903,HARLINGEN CISD,TRADITIONAL ISD/CSD,"KORTAN, MARIA VERONICA","$174,662.00","$174,662.00",16471,1
TX,5,JASPER COUNTY,121905,KIRBYVILLE CISD,TRADITIONAL ISD/CSD,"EDWARDS, STEPHEN F","$174,137.00","$174,137.00",1439,1
TX,4,WALLER COUNTY,237902,HEMPSTEAD ISD,TRADITIONAL ISD/CSD,"O'NEIL, HERBERT","$174,000.00","$174,000.00",1585,1
TX,10,GRAYSON COUNTY,91905,HOWE ISD,TRADITIONAL ISD/CSD,"WILSON, KEVIN S","$174,000.00","$174,000.00",1265,1
TX,1,ZAPATA COUNTY,253901,ZAPATA COUNTY ISD,TRADITIONAL ISD/CSD,"RAMIREZ-TREVINO, ROBERTA GRISEL","$173,998.00","$173,998.00",3290,1
TX,6,ROBERTSON COUNTY,198905,HEARNE ISD,TRADITIONAL ISD/CSD,"JOHNSON, ADRAIN BURKE","$173,854.00","$173,854.00",718,1
TX,6,MADISON COUNTY,154901,MADISONVILLE CISD,TRADITIONAL ISD/CSD,"WEST, WILLIAM K","$173,680.00","$173,680.00",2377,1
TX,15,TOM GREEN COUNTY,226907,GRAPE CREEK ISD,TRADITIONAL ISD/CSD,"SMETANA, ANGELA L","$173,334.00","$173,334.00",1196,1
TX,11,TARRANT COUNTY,220919,CARROLL ISD,TRADITIONAL ISD/CSD,"LEDBETTER, LESLIE LANE","$173,330.00","$173,330.00",8105,1
TX,4,BRAZORIA COUNTY,20906,SWEENY ISD,TRADITIONAL ISD/CSD,"FULLER, DANIEL E","$173,156.00","$173,156.00",1919,1
TX,6,BURLESON COUNTY,26901,CALDWELL ISD,TRADITIONAL ISD/CSD,"BARTON, JAMES J","$172,771.00","$172,771.00",1952,1
TX,9,WICHITA COUNTY,243903,IOWA PARK CISD,TRADITIONAL ISD/CSD,"MCCASLAND, KEVIN WAYNE","$172,411.00","$172,411.00",1904,1
TX,3,WHARTON COUNTY,241904,WHARTON ISD,TRADITIONAL ISD/CSD,"ODUWOLE, OLATUNJI OLADELE","$172,000.00","$172,000.00",1767,1
TX,20,FRIO COUNTY,82903,PEARSALL ISD,TRADITIONAL ISD/CSD,"RODRIGUEZ, NICOLAS NOBERT","$171,697.00","$171,697.00",1953,1
TX,17,FLOYD COUNTY,77901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,"TREVINO, GILBERT","$171,446.00","$171,446.00",671,1
TX,2,NUECES COUNTY,178913,BANQUETE ISD,TRADITIONAL ISD/CSD,"JOHNSON, STACY G","$171,252.00","$171,252.00",744,1
TX,6,LEON COUNTY,145901,BUFFALO ISD,TRADITIONAL ISD/CSD,"IVY, ADAM C","$170,650.00","$170,650.00",988,1
TX,1,HIDALGO COUNTY,108910,PROGRESO ISD,TRADITIONAL ISD/CSD,"CORONADO, SERGIO","$170,120.00","$170,120.00",1339,1
TX,8,LAMAR COUNTY,139909,PARIS ISD,TRADITIONAL ISD/CSD,"DIXON, ALTHEA R","$170,100.00","$170,100.00",3832,1
TX,6,AUSTIN COUNTY,8901,BELLVILLE ISD,TRADITIONAL ISD/CSD,"POENITZSCH, NICOLE LYNEA","$170,000.00","$170,000.00",2315,1
TX,16,HEMPHILL COUNTY,106901,CANADIAN ISD,TRADITIONAL ISD/CSD,"MCMAINS, JULIA DIANE","$170,000.00","$170,000.00",758,1
TX,12,FREESTONE COUNTY,81902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,"CRAIG, JOSEPH LAWAYNE","$170,000.00","$170,000.00",1602,1
TX,7,ANGELINA COUNTY,3904,HUNTINGTON ISD,TRADITIONAL ISD/CSD,"FLOWERS, DAVID W","$170,000.00","$170,000.00",1564,1
TX,11,WISE COUNTY,249906,PARADISE ISD,TRADITIONAL ISD/CSD,"BREWER, WILL PATRICK","$170,000.00","$170,000.00",1331,1
TX,7,RAINS COUNTY,190903,RAINS ISD,TRADITIONAL ISD/CSD,"NICKS, JOSEPH SCOTT","$170,000.00","$170,000.00",1712,1
TX,7,SMITH COUNTY,212904,TROUP ISD,TRADITIONAL ISD/CSD,"JONES, TAMRIA JEAN","$169,773.00","$169,773.00",1063,1
TX,11,DENTON COUNTY,61906,PONDER ISD,TRADITIONAL ISD/CSD,"HILL, JAMES KEITH","$169,597.00","$169,597.00",1719,1
TX,14,EASTLAND COUNTY,67907,RANGER ISD,TRADITIONAL ISD/CSD,"WILHELM, BOBBY JO","$105,000.00","$169,273.00",288,0.62
TX,11,ERATH COUNTY,72909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,"MCDOUGAL, DEECEE J","$168,600.00","$168,600.00",270,1
TX,16,CHILDRESS COUNTY,38901,CHILDRESS ISD,TRADITIONAL ISD/CSD,"DYKES, MARK ANTHONY","$168,096.00","$168,096.00",978,1
TX,18,WINKLER COUNTY,248901,KERMIT ISD,TRADITIONAL ISD/CSD,"SCHNEIDER, RODNEY W","$168,000.00","$168,000.00",1339,1
TX,8,BOWIE COUNTY,19908,LIBERTY-EYLAU ISD,TRADITIONAL ISD/CSD,"WRIGHT, JEFFREY F","$168,000.00","$168,000.00",1937,1
TX,20,MEDINA COUNTY,163903,NATALIA ISD,TRADITIONAL ISD/CSD,"COLLAVO, LANA KRUMNOW","$168,000.00","$168,000.00",1315,1
TX,2,SAN PATRICIO COUNTY,205905,ODEM-EDROY ISD,TRADITIONAL ISD/CSD,"CARR, YOLANDA L","$168,000.00","$168,000.00",927,1
TX,17,LUBBOCK COUNTY,152908,ROOSEVELT ISD,TRADITIONAL ISD/CSD,"GRIMES, DALLAS PARKS","$167,786.00","$167,786.00",1138,1
TX,1,CAMERON COUNTY,31905,LA FERIA ISD,TRADITIONAL ISD/CSD,"TORRES, CYNTHIA ANNE","$167,571.00","$167,571.00",2842,1
TX,7,WOOD COUNTY,250903,MINEOLA ISD,TRADITIONAL ISD/CSD,"MIZE, JON CODY","$167,500.00","$167,500.00",1753,1
TX,7,PANOLA COUNTY,183904,GARY ISD,TRADITIONAL ISD/CSD,"GREER, TODD D","$167,255.00","$167,255.00",476,1
TX,19,EL PASO COUNTY,71904,SAN ELIZARIO ISD,TRADITIONAL ISD/CSD,"MEZA-CHAVEZ, JEANNIE","$167,045.00","$167,045.00",2927,1
TX,12,FALLS COUNTY,73905,ROSEBUD-LOTT ISD,TRADITIONAL ISD/CSD,"ROSEBROCK, JAMES D","$166,850.00","$166,850.00",790,1
TX,17,YOAKUM COUNTY,251902,PLAINS ISD,TRADITIONAL ISD/CSD,"MCLAIN, ROBERT H","$166,700.00","$166,700.00",423,1
TX,8,FRANKLIN COUNTY,80901,MOUNT VERNON ISD,TRADITIONAL ISD/CSD,"MCCULLOUGH, JASON L","$166,464.00","$166,464.00",1608,1
TX,13,BLANCO COUNTY,16902,BLANCO ISD,TRADITIONAL ISD/CSD,"ROSENBAUM, JEFFREY CLAY","$166,367.00","$166,367.00",1102,1
TX,10,GRAYSON COUNTY,91917,GUNTER ISD,TRADITIONAL ISD/CSD,"MARTINDALE, RANDALL SCOTT","$166,200.00","$166,200.00",1156,1
TX,17,LUBBOCK COUNTY,152902,NEW DEAL ISD,TRADITIONAL ISD/CSD,"REED, MATTHEW JAMES","$166,000.00","$166,000.00",731,1
TX,6,ROBERTSON COUNTY,198903,FRANKLIN ISD,TRADITIONAL ISD/CSD,"LOWRY, TIMOTHY BRET","$165,858.00","$165,858.00",1462,1
TX,15,STERLING COUNTY,216901,STERLING CITY ISD,TRADITIONAL ISD/CSD,"GRUBBS, TRAVIS D","$165,500.00","$165,500.00",355,1
TX,10,GRAYSON COUNTY,91910,WHITEWRIGHT ISD,TRADITIONAL ISD/CSD,"GARNER, BRIAN E","$165,186.00","$165,186.00",801,1
TX,14,MITCHELL COUNTY,168901,COLORADO ISD,TRADITIONAL ISD/CSD,"POLK, LARRY LOWELL","$165,000.00","$165,000.00",927,1
TX,8,FANNIN COUNTY,74907,HONEY GROVE ISD,TRADITIONAL ISD/CSD,"MORRISON, BENJAMIN T","$165,000.00","$165,000.00",651,1
TX,20,ATASCOSA COUNTY,7904,LYTLE ISD,TRADITIONAL ISD/CSD,"BREITHAUPT, DUSTIN ALAN","$165,000.00","$165,000.00",1825,1
TX,16,OCHILTREE COUNTY,179901,PERRYTON ISD,TRADITIONAL ISD/CSD,"BROWN, GREGORY MARK","$165,000.00","$165,000.00",1802,1
TX,9,JACK COUNTY,119902,JACKSBORO ISD,TRADITIONAL ISD/CSD,"BURNETT, WILLIAM BRADLEY","$164,900.00","$164,900.00",1022,1
TX,13,BELL COUNTY,14902,BARTLETT ISD,TRADITIONAL ISD/CSD,"CLEVENGER, THEODORE","$164,654.00","$164,654.00",393,1
TX,4,LIBERTY COUNTY,146907,TARKINGTON ISD,TRADITIONAL ISD/CSD,"DAVIS, ELNA","$164,383.00","$164,383.00",1907,1
TX,13,WILLIAMSON COUNTY,246912,THRALL ISD,TRADITIONAL ISD/CSD,"HOOKER, THOMAS C","$164,324.00","$164,324.00",873,1
TX,16,DALLAM COUNTY,56901,DALHART ISD,TRADITIONAL ISD/CSD,"BYRD, JEFFREY Z","$164,320.00","$164,320.00",1846,1
TX,20,KERR COUNTY,133901,CENTER POINT ISD,TRADITIONAL ISD/CSD,"NEWCOMB, CODY B","$164,294.00","$164,294.00",534,1
TX,17,LUBBOCK COUNTY,152910,IDALOU ISD,TRADITIONAL ISD/CSD,"GIBSON, ROBERT PAUL","$164,260.00","$164,260.00",995,1
TX,5,HARDIN COUNTY,100903,KOUNTZE ISD,TRADITIONAL ISD/CSD,"REYENGA, BILLY SHANE","$164,010.00","$164,010.00",1151,1
TX,11,PARKER COUNTY,184904,MILLSAP ISD,TRADITIONAL ISD/CSD,"MARTIN, MARI EDITH","$163,988.00","$163,988.00",1083,1
TX,13,FAYETTE COUNTY,75906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,"HARVEY, JEFF W","$163,680.00","$163,680.00",290,1
TX,7,GREGG COUNTY,92901,GLADEWATER ISD,TRADITIONAL ISD/CSD,"MORRISON, MICHAEL G","$63,014.00","$163,673.00",1636,0.39
TX,16,POTTER COUNTY,188902,RIVER ROAD ISD,TRADITIONAL ISD/CSD,"KELLEY, RICHARD V","$163,215.00","$163,215.00",1221,1
TX,5,ORANGE COUNTY,181905,ORANGEFIELD ISD,TRADITIONAL ISD/CSD,"MCALPIN, DAVID SHAUN","$163,155.00","$163,155.00",1781,1
TX,9,CLAY COUNTY,39902,HENRIETTA ISD,TRADITIONAL ISD/CSD,"CLARK, JAIME D","$162,334.00","$162,334.00",886,1
TX,9,MONTAGUE COUNTY,169902,NOCONA ISD,TRADITIONAL ISD/CSD,"WATERS, DAVID C","$161,700.00","$161,700.00",785,1
TX,19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,TRADITIONAL ISD/CSD,"FRANCO, JOSE GUADALUPE","$161,620.00","$161,620.00",390,1
TX,2,NUECES COUNTY,178915,WEST OSO ISD,TRADITIONAL ISD/CSD,"MOORE, KIMBERLY GINSBURG","$161,600.00","$161,600.00",1778,1
TX,16,SHERMAN COUNTY,211902,STRATFORD ISD,TRADITIONAL ISD/CSD,"UTTLEY, PAUL LAURIER","$161,385.00","$161,385.00",527,1
TX,8,MARION COUNTY,155901,JEFFERSON ISD,TRADITIONAL ISD/CSD,"WALKER, MICHAEL FORD","$161,361.00","$161,361.00",1125,1
TX,12,MCLENNAN COUNTY,161918,AXTELL ISD,TRADITIONAL ISD/CSD,"PROCTOR, LARRY LESTER","$161,262.00","$161,262.00",834,1
TX,16,CASTRO COUNTY,35901,DIMMITT ISD,TRADITIONAL ISD/CSD,"MILLICAN, JILL SUZANNE","$161,000.00","$161,000.00",1077,1
TX,14,TAYLOR COUNTY,221911,JIM NED CISD,TRADITIONAL ISD/CSD,"TEAL, RONALD GLEN","$160,932.00","$160,932.00",1639,1
TX,12,MCLENNAN COUNTY,161914,WACO ISD,TRADITIONAL ISD/CSD,"TERRELL-SPICER, TIFFANY","$160,871.00","$160,871.00",13376,1
TX,3,MATAGORDA COUNTY,158906,VAN VLECK ISD,TRADITIONAL ISD/CSD,"DEMENT, CHRISTIE L","$160,154.00","$160,154.00",1039,1
TX,1,BROOKS COUNTY,24901,BROOKS COUNTY ISD,TRADITIONAL ISD/CSD,"ROGERS, SCOTT CHRISTOPHER","$160,000.00","$160,000.00",1180,1
TX,8,TITUS COUNTY,225907,HARTS BLUFF ISD,TRADITIONAL ISD/CSD,"RICE, BOBBY GLENN","$160,000.00","$160,000.00",891,1
TX,20,KARNES COUNTY,128901,KARNES CITY ISD,TRADITIONAL ISD/CSD,"KUENSTLER, KATHERINE LYNN","$160,000.00","$160,000.00",1021,1
TX,17,LAMB COUNTY,140904,LITTLEFIELD ISD,TRADITIONAL ISD/CSD,"MCNEESE, MITCHELL D","$160,000.00","$160,000.00",1233,1
TX,16,HUTCHINSON COUNTY,117904,PLEMONS-STINNETT-PHILLIPS CISD,TRADITIONAL ISD/CSD,"COPLEY, JAMIE LYNN","$160,000.00","$160,000.00",565,1
TX,12,BELL COUNTY,14910,TROY ISD,TRADITIONAL ISD/CSD,"JETER, STEPHEN NEIL","$160,000.00","$160,000.00",1732,1
TX,15,COKE COUNTY,41902,ROBERT LEE ISD,TRADITIONAL ISD/CSD,"HOOD, AARON K","$159,749.00","$159,749.00",269,1
TX,6,TRINITY COUNTY,228903,TRINITY ISD,TRADITIONAL ISD/CSD,"KAUFMAN, JOHN WILLIAM","$159,683.00","$159,683.00",1179,1
TX,20,BANDERA COUNTY,10902,BANDERA ISD,TRADITIONAL ISD/CSD,"BITZKIE, GARY L","$159,650.00","$159,650.00",2218,1
TX,17,HOCKLEY COUNTY,110907,SUNDOWN ISD,TRADITIONAL ISD/CSD,"EVANS, PATRICK BRENT","$159,200.00","$159,200.00",552,1
TX,14,EASTLAND COUNTY,67903,EASTLAND ISD,TRADITIONAL ISD/CSD,"WILLIAMS, JEREMY PAUL","$159,000.00","$159,000.00",969,1
TX,5,NEWTON COUNTY,176902,NEWTON ISD,TRADITIONAL ISD/CSD,"BARROW, MICHELLE LOUISE","$159,000.00","$159,000.00",934,1
TX,12,CORYELL COUNTY,50902,GATESVILLE ISD,TRADITIONAL ISD/CSD,"POLLARD, BARRETT L","$158,912.00","$158,912.00",2668,1
TX,14,NOLAN COUNTY,177901,ROSCOE COLLEGIATE ISD,TRADITIONAL ISD/CSD,"MANCHA, GUILLERMO","$158,209.00","$158,209.00",12256,1
TX,2,NUECES COUNTY,178908,PORT ARANSAS ISD,TRADITIONAL ISD/CSD,"MCKINNEY, SHARON DENISE","$158,167.00","$158,167.00",585,1
TX,20,BEXAR COUNTY,15908,SOUTH SAN ANTONIO ISD,TRADITIONAL ISD/CSD,"KINGMAN, TONY NICHOLAS","$158,061.00","$158,061.00",7468,1
TX,12,HILL COUNTY,109913,BLUM ISD,TRADITIONAL ISD/CSD,"SANDERS, JEFFERY ROY","$158,021.00","$158,021.00",334,1
TX,11,JOHNSON COUNTY,126904,GRANDVIEW ISD,TRADITIONAL ISD/CSD,"BASHAM, KIRBY MARCUS","$158,000.00","$158,000.00",1373,1
TX,19,EL PASO COUNTY,71906,ANTHONY ISD,TRADITIONAL ISD/CSD,"TRONCOSO, OSCAR ADRIAN","$157,500.00","$157,500.00",725,1
TX,11,COOKE COUNTY,49905,CALLISBURG ISD,TRADITIONAL ISD/CSD,"BRADSHAW, CHRIS RYAN","$157,487.00","$157,487.00",1151,1
TX,12,NAVARRO COUNTY,175911,RICE ISD,TRADITIONAL ISD/CSD,"HARVELL, AMY R","$157,429.00","$157,429.00",1105,1
TX,6,ROBERTSON COUNTY,198901,BREMOND ISD,TRADITIONAL ISD/CSD,"STUARD, DARYL LYNN","$157,121.00","$157,121.00",485,1
TX,2,SAN PATRICIO COUNTY,205903,INGLESIDE ISD,TRADITIONAL ISD/CSD,"KILGORE, WILLIAM SCOTT","$156,641.00","$156,641.00",2071,1
TX,2,JIM WELLS COUNTY,125903,ORANGE GROVE ISD,TRADITIONAL ISD/CSD,"HESSELTINE, ALBERT EDWIN","$156,560.00","$156,560.00",1648,1
TX,3,GOLIAD COUNTY,88902,GOLIAD ISD,TRADITIONAL ISD/CSD,"LYON, HOLLY LEA","$156,550.00","$156,550.00",1244,1
TX,18,WINKLER COUNTY,248902,WINK-LOVING ISD,TRADITIONAL ISD/CSD,"CARMAN, SCOTTY D","$156,459.00","$156,459.00",438,1
TX,7,SHELBY COUNTY,210905,TIMPSON ISD,TRADITIONAL ISD/CSD,"JOHNSON, MID","$156,327.00","$156,327.00",756,1
TX,20,ATASCOSA COUNTY,7902,JOURDANTON ISD,TRADITIONAL ISD/CSD,"CANTER, TRACY LYNN","$156,000.00","$156,000.00",1554,1
TX,2,MCMULLEN COUNTY,162904,MCMULLEN COUNTY ISD,TRADITIONAL ISD/CSD,"JONES, JASON S","$156,000.00","$156,000.00",280,1
TX,13,BASTROP COUNTY,11904,SMITHVILLE ISD,TRADITIONAL ISD/CSD,"BURNS, CHERYL L","$155,220.00","$155,220.00",1849,1
TX,2,SAN PATRICIO COUNTY,205901,ARANSAS PASS ISD,TRADITIONAL ISD/CSD,"BARNES, GLENN E","$155,000.00","$155,000.00",1624,1
TX,7,SAN AUGUSTINE COUNTY,203902,BROADDUS ISD,TRADITIONAL ISD/CSD,"HOLLOWAY, BENJAMIN L","$155,000.00","$155,000.00",377,1
TX,15,CRANE COUNTY,52901,CRANE ISD,TRADITIONAL ISD/CSD,"LEWIS, DAVID DEVON","$155,000.00","$155,000.00",1233,1
TX,13,LEE COUNTY,144901,GIDDINGS ISD,TRADITIONAL ISD/CSD,"DESPAIN, RAYMOND E","$155,000.00","$155,000.00",1900,1
TX,17,FLOYD COUNTY,77902,LOCKNEY ISD,TRADITIONAL ISD/CSD,"BAUM, JAMES P","$155,000.00","$155,000.00",391,1
TX,12,MCLENNAN COUNTY,161909,MCGREGOR ISD,TRADITIONAL ISD/CSD,"MUTSCHER, TRAVIS JAMES","$155,000.00","$155,000.00",1495,1
TX,12,HILL COUNTY,109911,WHITNEY ISD,TRADITIONAL ISD/CSD,"SOUTHARD, JASON TODD","$155,000.00","$155,000.00",1454,1
TX,13,GONZALES COUNTY,89901,GONZALES ISD,TRADITIONAL ISD/CSD,"RODRIGUEZ, ELMER A","$96,928.00","$154,911.00",2557,0.63
TX,4,LIBERTY COUNTY,146903,DEVERS ISD,TRADITIONAL ISD/CSD,"ELLISOR HARRIS, ELIZABETH ANN","$51,559.00","$154,692.00",191,0.33
TX,18,HOWARD COUNTY,114904,FORSAN ISD,TRADITIONAL ISD/CSD,"RICHARDSON, MICHAEL DANE","$154,610.00","$154,610.00",695,1
TX,18,BREWSTER COUNTY,22901,ALPINE ISD,TRADITIONAL ISD/CSD,"RINEHART, BEVERLEY MICHELLE","$154,520.00","$154,520.00",905,1
TX,17,DAWSON COUNTY,58906,LAMESA ISD,TRADITIONAL ISD/CSD,"RITCHEY, DAVID THOMAS","$154,500.00","$154,500.00",1484,1
TX,4,COLORADO COUNTY,45902,COLUMBUS ISD,TRADITIONAL ISD/CSD,"CONNOR, JAMES P","$153,668.00","$153,668.00",1659,1
TX,9,ARCHER COUNTY,5902,HOLLIDAY ISD,TRADITIONAL ISD/CSD,"CARROLL, CODY CLARK","$153,480.00","$153,480.00",1120,1
TX,8,LAMAR COUNTY,139911,NORTH LAMAR ISD,TRADITIONAL ISD/CSD,"STEWART, KELLI W","$153,351.00","$153,351.00",2395,1
TX,10,GRAYSON COUNTY,91901,BELLS ISD,TRADITIONAL ISD/CSD,"MEEK, TRICIA N","$153,000.00","$153,000.00",1007,1
TX,20,DIMMIT COUNTY,64903,CARRIZO SPRINGS CISD,TRADITIONAL ISD/CSD,"PEARSON, ROSE MARY","$153,000.00","$153,000.00",1852,1
TX,7,ANGELINA COUNTY,3907,CENTRAL ISD,TRADITIONAL ISD/CSD,"RISNER, JUSTIN RYAN","$153,000.00","$153,000.00",1497,1
TX,7,VAN ZANDT COUNTY,234903,EDGEWOOD ISD,TRADITIONAL ISD/CSD,"PRATER, KRISTIN D","$153,000.00","$153,000.00",1022,1
TX,20,MEDINA COUNTY,163901,DEVINE ISD,TRADITIONAL ISD/CSD,"GRANDJEAN, TODD","$152,500.00","$152,500.00",1972,1
TX,2,BEE COUNTY,13903,PETTUS ISD,TRADITIONAL ISD/CSD,"HERNANDEZ, JESUS","$152,000.00","$152,000.00",377,1
TX,10,COLLIN COUNTY,43917,BLUE RIDGE ISD,TRADITIONAL ISD/CSD,"FLOYD, DARRELL GENE","$151,800.00","$151,800.00",1048,1
TX,15,TOM GREEN COUNTY,226905,WATER VALLEY ISD,TRADITIONAL ISD/CSD,"GOMEZ, FABIAN HECTOR","$151,745.00","$151,745.00",310,1
TX,7,SHELBY COUNTY,210903,SHELBYVILLE ISD,TRADITIONAL ISD/CSD,"WEST, RAYNARD R","$151,131.00","$151,131.00",891,1
TX,15,COLEMAN COUNTY,42901,COLEMAN ISD,TRADITIONAL ISD/CSD,"MCDOWELL, BRANDON ORTHELL","$151,043.00","$151,043.00",796,1
TX,17,GARZA COUNTY,85902,POST ISD,TRADITIONAL ISD/CSD,"PETTY, CASSANDRA ELVIE","$151,000.00","$151,000.00",686,1
TX,7,RUSK COUNTY,201914,WEST RUSK COUNTY CONSOLIDATED ISD,TRADITIONAL ISD/CSD,"COLEMAN, LAWRENCE K","$151,000.00","$151,000.00",1029,1
TX,13,GONZALES COUNTY,89903,NIXON-SMILEY CISD,TRADITIONAL ISD/CSD,"VANAUKEN, JEFF R","$150,666.00","$150,666.00",1016,1
TX,11,PALO PINTO COUNTY,182904,SANTO ISD,TRADITIONAL ISD/CSD,"GILBERT, GEORGE G","$150,492.00","$150,492.00",582,1
TX,6,POLK COUNTY,187903,GOODRICH ISD,TRADITIONAL ISD/CSD,"BARTON, WILLIAM DANIEL","$150,111.00","$150,111.00",266,1
TX,14,COMANCHE COUNTY,47903,GUSTINE ISD,TRADITIONAL ISD/CSD,"WEST, KELLY WAYNE","$75,034.00","$150,068.00",136,0.5
TX,12,HILL COUNTY,109902,BYNUM ISD,TRADITIONAL ISD/CSD,"MYNARCIK, LARRY J","$150,000.00","$150,000.00",187,1
TX,8,HOPKINS COUNTY,112908,COMO-PICKTON CISD,TRADITIONAL ISD/CSD,"BOWER, GREGORY M","$150,000.00","$150,000.00",770,1
TX,4,BRAZORIA COUNTY,20904,DANBURY ISD,TRADITIONAL ISD/CSD,"HOMANN, MICHAEL E","$150,000.00","$150,000.00",674,1
TX,8,BOWIE COUNTY,19901,DEKALB ISD,TRADITIONAL ISD/CSD,"MCDANIEL, DONNA C","$150,000.00","$150,000.00",898,1
TX,5,JASPER COUNTY,121906,EVADALE ISD,TRADITIONAL ISD/CSD,"SHIPLEY, KEVIN RAY","$150,000.00","$150,000.00",428,1
TX,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,"KIRKPATRICK, RICHARD C","$150,000.00","$150,000.00",1142,1
TX,12,LIMESTONE COUNTY,147902,GROESBECK ISD,TRADITIONAL ISD/CSD,"FIGUEROA, ANTHONY ROBERT","$150,000.00","$150,000.00",1495,1
TX,20,MEDINA COUNTY,163904,HONDO ISD,TRADITIONAL ISD/CSD,"MARES, ROSA MARIA","$150,000.00","$150,000.00",1727,1
TX,8,BOWIE COUNTY,19905,NEW BOSTON ISD,TRADITIONAL ISD/CSD,"BOBBITT, BRIAN E","$150,000.00","$150,000.00",1108,1
TX,17,LYNN COUNTY,153905,NEW HOME ISD,TRADITIONAL ISD/CSD,"TUCKER, TOBY PATRICK","$150,000.00","$150,000.00",708,1
TX,1,CAMERON COUNTY,31911,RIO HONDO ISD,TRADITIONAL ISD/CSD,"TREVINO, RAUL JAVIER","$150,000.00","$150,000.00",1437,1
TX,1,CAMERON COUNTY,31913,SANTA MARIA ISD,TRADITIONAL ISD/CSD,"VILLARREAL, JOSEPH RAY","$150,000.00","$150,000.00",512,1
TX,5,TYLER COUNTY,229904,WARREN ISD,TRADITIONAL ISD/CSD,"MINYARD, TEDDYBOB DOUGLAS","$150,000.00","$150,000.00",1181,1
